State,County,Total_List,Cancelled,Cancelled_,Postponed,Postponed_,TotalFallout,Total_Fallout_,Pending_OutbidNC,Pending_Sales_Results,BTS_from_total_list,BTS
,Lorain,62,9,15,0,0,9,15,,4,85.5,53
,Lucas,153,26,17,0,0,26,17,,4,83.0,127
,Madison,5,2,40,0,0,2,40,0,0,60.0,3
,Mahoning,48,9,19,0,0,9,19,,11,81.3,39
,Marion,3,0,0,,0,0,,0,0,100.0,3
,Medina,37,6,16,0,0,6,16,,3,83.8,31
,Meigs,1,1,100,0,0,1,100,0,0,0.0,
,Mercer,3,0,0,,0,0,,0,0,100.0,3
,Miami,21,6,29,0,0,6,29,,1,71.4,15
,Monroe,2,1,50,0,0,1,50,0,0,50.0,1
,Montgomery,216,54,25,0,0,54,25,,4,75.0,162
,Morrow,6,3,50,0,0,3,50,0,0,50.0,3
,Muskingum,12,2,17,0,0,2,17,,2,83.3,10
,Ottawa,8,1,13,0,0,1,13,0,0,87.5,7
,Paulding,1,0,0,,0,0,,0,0,100.0,1
,Perry,11,3,27,0,0,3,27,0,0,72.7,8
,Pickaway,10,4,40,0,0,4,40,,2,60.0,6
,Pike,2,0,0,,0,0,,0,0,100.0,2
,Portage,42,13,31,0,0,13,31,,3,69.0,29
,Preble,14,6,43,0,0,6,43,0,0,57.1,8
,Putnam,1,0,0,,0,0,,0,0,100.0,1
,Richland,13,1,8,0,0,1,8,,1,92.3,12
,Ross,12,1,8,0,0,1,8,,1,91.7,11
,Sandusky,15,4,27,0,0,4,27,0,0,73.3,11
,Scioto,14,6,43,0,0,6,43,0,0,57.1,8
,Seneca,10,2,20,0,0,2,20,0,0,80.0,8
,Shelby,5,3,60,0,0,3,60,0,0,40.0,2
,Stark,75,16,21,0,0,16,21,,3,78.7,59
,Summit,142,36,25,0,0,36,25,,4,74.6,106
,Trumbull,55,13,24,0,0,13,24,0,0,76.4,42
,Tuscarawas,10,1,10,0,0,1,10,,1,90.0,9
,Union,2,1,50,0,0,1,50,0,0,50.0,1
,Van Wert,2,1,50,0,0,1,50,0,0,50.0,1
,Vinton,2,1,50,0,0,1,50,0,0,50.0,1
,Warren,57,18,32,0,0,18,32,,6,68.4,39
,Washington,3,1,33,0,0,1,33,0,0,66.7,2
,Wayne,12,4,33,0,0,4,33,0,0,66.7,8
,Williams,1,0,0,,0,0,,0,0,100.0,1
,Wood,24,9,38,0,0,9,38,,3,62.5,15
,Wyandot,2,0,0,,0,0,,,1,100.0,2
Oklahoma,,168,69,41,0,0,69,41,,21,58.9,99
,Adair,2,1,50,0,0,1,50,0,0,50.0,1
,Beckham,1,0,0,,0,0,,0,0,100.0,1
,Caddo,1,0,0,,0,0,,,1,100.0,1
,Canadian,6,3,50,0,0,3,50,0,0,50.0,3
,Carter,1,1,100,0,0,1,100,0,0,0.0,
,Cleveland,15,4,27,0,0,4,27,,6,73.3,11
,Comanche,10,4,40,0,0,4,40,,1,60.0,6
,Craig,1,1,100,0,0,1,100,0,0,0.0,
,Creek,2,1,50,0,0,1,50,0,0,50.0,1
,Delaware,1,0,0,,0,0,,0,0,100.0,1
,Garfield,1,1,100,0,0,1,100,0,0,0.0,
,Garvin,2,0,0,,0,0,,0,0,100.0,2
,Grady,2,1,50,0,0,1,50,0,0,50.0,1
,Haskell,1,1,100,0,0,1,100,0,0,0.0,
,Kay,1,0,0,,0,0,,0,0,100.0,1
,Le Flore,4,2,50,0,0,2,50,0,0,50.0,2
,Lincoln,1,1,100,0,0,1,100,0,0,0.0,
,Logan,2,1,50,0,0,1,50,0,0,50.0,1
,Major,1,0,0,,0,0,,,1,100.0,1
,Marshall,1,0,0,,0,0,,,1,100.0,1
,Mayes,1,1,100,0,0,1,100,0,0,0.0,
,Mcclain,1,0,0,,0,0,,0,0,100.0,1
,Murray,1,1,100,0,0,1,100,0,0,0.0,
,Muskogee,6,3,50,0,0,3,50,0,0,50.0,3
,Okfuskee,1,1,100,0,0,1,100,0,0,0.0,
,Oklahoma,27,11,41,0,0,11,41,,1,59.3,16
,Okmulgee,3,0,0,,0,0,,,1,100.0,3
,Osage,3,1,33,0,0,1,33,0,0,66.7,2
,Pawnee,1,0,0,,0,0,,0,0,100.0,1
,Payne,1,0,0,,0,0,,0,0,100.0,1
,Pittsburg,4,3,75,0,0,3,75,0,0,25.0,1
,Pontotoc,1,1,100,0,0,1,100,0,0,0.0,
,Pottawatomie,4,2,50,0,0,2,50,,1,50.0,2
,Rogers,10,3,30,0,0,3,30,0,0,70.0,7
,Sequoyah,2,1,50,0,0,1,50,0,0,50.0,1
,Stephens,2,0,0,,0,0,,0,0,100.0,2
,Tulsa,33,14,42,0,0,14,42,,7,57.6,19
,Wagoner,7,3,43,0,0,3,43,0,0,57.1,4
,Washington,3,2,67,0,0,2,67,0,0,33.3,1
,Woodward,1,0,0,,0,0,,,1,100.0,1
Oregon,,929,176,19,301,32,477,51,,6,48.7,452
,Baker,3,0,0,1,33,1,33,0,0,66.7,2
,Benton,9,0,0,4,44,4,44,0,0,55.6,5
,Clackamas,87,14,16,34,39,48,55,0,0,44.8,39
,Clatsop,18,2,11,8,44,10,56,0,0,44.4,8
,Columbia,8,3,38,1,13,4,50,0,0,50.0,4
,Coos,12,1,8,5,42,6,50,0,0,50.0,6
,Crook,3,0,0,1,33,1,33,0,0,66.7,2
,Curry,7,1,14,1,14,2,29,0,0,71.4,5
,Deschutes,38,7,18,6,16,13,34,,1,65.8,25
,Douglas,30,4,13,6,20,10,33,0,0,66.7,20
,Grant,2,0,0,,0,0,,0,0,100.0,2
,Jackson,37,10,27,9,24,19,51,0,0,48.6,18
,Jefferson,3,1,33,0,0,1,33,0,0,66.7,2
,Josephine,23,3,13,5,22,8,35,0,0,65.2,15
,Klamath,46,5,11,15,33,20,43,,1,56.5,26
,Lane,100,19,19,40,40,59,59,,1,41.0,41
,Lincoln,30,2,7,14,47,16,53,0,0,46.7,14
,Linn,39,5,13,10,26,15,38,,1,61.5,24
,Malheur,5,1,20,1,20,2,40,0,0,60.0,3
,Marion,102,24,24,26,25,50,49,,1,51.0,52
,Morrow,3,0,0,1,33,1,33,0,0,66.7,2
,Multnomah,170,41,24,54,32,95,56,0,0,44.1,75
,Polk,10,2,20,2,20,4,40,0,0,60.0,6
,Umatilla,6,1,17,3,50,4,67,0,0,33.3,2
,Union,2,0,0,1,50,1,50,0,0,50.0,1
,Wallowa,1,0,0,,0,0,,,1,100.0,1
,Wasco,7,2,29,1,14,3,43,0,0,57.1,4
,Washington,94,20,21,39,41,59,63,0,0,37.2,35
,Yamhill,34,8,24,13,38,21,62,0,0,38.2,13
Pennsylvania,,5603,1237,22,2193,39,3430,61,,238,38.8,2173
,Adams,43,8,19,19,44,27,63,0,0,37.2,16
,Allegheny,410,87,21,155,38,242,59,,38,41.0,168
,Armstrong,22,8,36,5,23,13,59,,1,40.9,9
,Beaver,60,10,17,23,38,33,55,0,0,45.0,27
,Bedford,6,2,33,0,0,2,33,0,0,66.7,4
,Berks,233,58,25,91,39,149,64,0,0,36.1,84
,Blair,23,6,26,4,17,10,43,0,0,56.5,13
,Bradford,6,1,17,3,50,4,67,,1,33.3,2
,Bucks,293,76,26,141,48,217,74,,1,25.9,76
,Butler,61,13,21,24,39,37,61,,2,39.3,24
,Cambria,18,3,17,4,22,7,39,0,0,61.1,11
,Carbon,55,11,20,15,27,26,47,,1,52.7,29
,Centre,17,4,24,8,47,12,71,0,0,29.4,5
,Chester,194,46,24,90,46,136,70,,2,29.9,58
,Clarion,8,2,25,4,50,6,75,0,0,25.0,2
,Clearfield,10,4,40,4,40,8,80,0,0,20.0,2
,Clinton,6,1,17,3,50,4,67,0,0,33.3,2
,Columbia,14,1,7,5,36,6,43,,2,57.1,8
,Crawford,16,4,25,6,38,10,63,0,0,37.5,6
,Cumberland,49,19,39,13,27,32,65,,2,34.7,17
,Dauphin,153,35,23,59,39,94,61,,3,38.6,59
,Delaware,374,75,20,164,44,239,64,0,0,36.1,135
,Elk,7,0,0,3,43,3,43,0,0,57.1,4
,Erie,62,15,24,29,47,44,71,0,0,29.0,18
,Fayette,23,5,22,12,52,17,74,0,0,26.1,6
,Franklin,37,8,22,11,30,19,51,0,0,48.6,18
,Fulton,1,0,0,,0,0,,0,0,100.0,1
,Greene,5,0,0,4,80,4,80,,1,20.0,1
,Huntingdon,6,1,17,2,33,3,50,0,0,50.0,3
,Indiana,13,2,15,4,31,6,46,,3,53.8,7
,Jefferson,3,1,33,1,33,2,67,0,0,33.3,1
,Juniata,2,1,50,0,0,1,50,0,0,50.0,1
,Lackawanna,72,12,17,25,35,37,51,0,0,48.6,35
,Lancaster,194,42,22,77,40,119,61,,26,38.7,75
,Lawrence,26,2,8,9,35,11,42,0,0,57.7,15
,Lebanon,43,8,19,23,53,31,72,0,0,27.9,12
,Lehigh,219,51,23,89,41,140,64,,1,36.1,79
,Luzerne,116,19,16,40,34,59,51,0,0,49.1,57
,Lycoming,13,6,46,2,15,8,62,0,0,38.5,5
,Mckean,4,0,0,3,75,3,75,0,0,25.0,1
,Mercer,35,6,17,14,40,20,57,0,0,42.9,15
,Mifflin,10,2,20,5,50,7,70,,2,30.0,3
,Monroe,503,90,18,175,35,265,53,,35,47.3,238
,Montgomery,332,94,28,137,41,231,70,,17,30.4,101
,Montour,4,1,25,1,25,2,50,0,0,50.0,2
,Northampton,187,43,23,70,37,113,60,,1,39.6,74
,Northumberland,17,3,18,8,47,11,65,0,0,35.3,6
,Perry,21,5,24,5,24,10,48,0,0,52.4,11
,Philadelphia,892,189,21,361,40,550,62,,82,38.3,342
,Pike,113,23,20,32,28,55,49,,1,51.3,58
,Schuylkill,60,11,18,19,32,30,50,,10,50.0,30
,Snyder,1,0,0,,0,0,,0,0,100.0,1
,Somerset,17,8,47,4,24,12,71,0,0,29.4,5
,Sullivan,4,1,25,1,25,2,50,0,0,50.0,2
,Susquehanna,3,1,33,0,0,1,33,0,0,66.7,2
,Tioga,6,1,17,3,50,4,67,0,0,33.3,2
,Union,7,0,0,4,57,4,57,0,0,42.9,3
,Venango,5,1,20,2,40,3,60,0,0,40.0,2
,Warren,2,1,50,0,0,1,50,0,0,50.0,1
,Washington,75,16,21,27,36,43,57,0,0,42.7,32
,Wayne,57,9,16,23,40,32,56,,2,43.9,25
,Westmoreland,148,42,28,51,34,93,63,,2,37.2,55
,Wyoming,5,2,40,2,40,4,80,0,0,20.0,1
,York,182,41,23,75,41,116,64,,2,36.3,66
Rhode Island,,63,25,40,4,6,29,46,,2,54.0,34
,Bristol,3,2,67,0,0,2,67,0,0,33.3,1
,Kent,20,9,45,3,15,12,60,,1,40.0,8
,Newport,2,0,0,,0,0,,0,0,100.0,2
,Providence,33,14,42,1,3,15,45,,1,54.5,18
,Washington,5,0,0,,0,0,,0,0,100.0,5
South Carolina,,487,130,27,9,2,139,29,,57,71.5,348
,Abbeville,1,1,100,0,0,1,100,0,0,0.0,
,Aiken,15,8,53,1,7,9,60,,2,40.0,6
,Anderson,23,5,22,0,0,5,22,,5,78.3,18
,Bamberg,2,0,0,,0,0,,0,0,100.0,2
,Barnwell,1,0,0,,0,0,,0,0,100.0,1
,Beaufort,27,8,30,0,0,8,30,,1,70.4,19
,Berkeley,17,7,41,1,6,8,47,,2,52.9,9
,Calhoun,3,0,0,,0,0,,0,0,100.0,3
,Charleston,32,11,34,0,0,11,34,,5,65.6,21
,Cherokee,3,1,33,0,0,1,33,0,0,66.7,2
,Chester,1,0,0,,0,0,,0,0,100.0,1
,Chesterfield,7,0,0,1,14,1,14,,1,85.7,6
,Clarendon,1,0,0,,0,0,,,1,100.0,1
,Colleton,1,0,0,,0,0,,0,0,100.0,1
,Darlington,3,0,0,,0,0,,0,0,100.0,3
,Dorchester,15,1,7,0,0,1,7,,2,93.3,14
,Fairfield,1,0,0,,0,0,,0,0,100.0,1
,Florence,5,1,20,0,0,1,20,0,0,80.0,4
,Georgetown,8,2,25,0,0,2,25,0,0,75.0,6
,Greenville,31,7,23,0,0,7,23,,2,77.4,24
,Greenwood,6,2,33,0,0,2,33,0,0,66.7,4
,Hampton,1,0,0,,0,0,,,1,100.0,1
,Horry,52,6,12,2,4,8,15,,7,84.6,44
,Kershaw,6,0,0,1,17,1,17,,2,83.3,5
,Lancaster,7,2,29,0,0,2,29,,2,71.4,5
,Laurens,2,1,50,0,0,1,50,0,0,50.0,1
,Lexington,35,10,29,0,0,10,29,,4,71.4,25
,Marion,2,0,0,,0,0,,0,0,100.0,2
,Marlboro,1,1,100,0,0,1,100,0,0,0.0,
,Newberry,1,0,0,,0,0,,0,0,100.0,1
,Oconee,8,2,25,0,0,2,25,,2,75.0,6
,Orangeburg,7,0,0,,0,0,,,2,100.0,7
,Pickens,8,2,25,0,0,2,25,0,0,75.0,6
,Richland,66,19,29,1,2,20,30,,9,69.7,46
,Saluda,2,1,50,0,0,1,50,0,0,50.0,1
,Spartanburg,45,21,47,0,0,21,47,,2,53.3,24
,Sumter,9,0,0,1,11,1,11,,2,88.9,8
,Union,3,1,33,1,33,2,67,0,0,33.3,1
,Williamsburg,3,2,67,0,0,2,67,,1,33.3,1
,York,26,8,31,0,0,8,31,,2,69.2,18
South Dakota,,5,1,20,2,40,3,60,,1,40.0,2
,Lawrence,1,0,0,1,100,1,100,0,0,0.0,
,Meade,1,0,0,,0,0,,0,0,100.0,1
,Pennington,3,1,33,1,33,2,67,,1,33.3,1
Tennessee,,5690,2376,42,1307,23,3683,65,0,0,35.3,2007
,,1,0,0,,0,0,,0,0,100.0,1
,Anderson,86,31,36,24,28,55,64,0,0,36.0,31
,Bedford,28,12,43,8,29,20,71,0,0,28.6,8
,Benton,9,4,44,2,22,6,67,0,0,33.3,3
,Bledsoe,4,1,25,1,25,2,50,0,0,50.0,2
,Blount,140,55,39,31,22,86,61,0,0,38.6,54
,Bradley,112,46,41,25,22,71,63,0,0,36.6,41
,Campbell,26,11,42,8,31,19,73,0,0,26.9,7
,Cannon,9,4,44,2,22,6,67,0,0,33.3,3
,Carroll,15,8,53,3,20,11,73,0,0,26.7,4
,Carter,16,4,25,2,13,6,38,0,0,62.5,10
,Cheatham,40,16,40,5,13,21,53,0,0,47.5,19
,Chester,10,3,30,2,20,5,50,0,0,50.0,5
,Claiborne,12,2,17,2,17,4,33,0,0,66.7,8
,Cocke,23,11,48,4,17,15,65,0,0,34.8,8
,Coffee,40,16,40,9,23,25,63,0,0,37.5,15
,Crockett,4,2,50,0,0,2,50,0,0,50.0,2
,Cumberland,21,4,19,4,19,8,38,0,0,61.9,13
,Davidson,566,315,56,137,24,452,80,0,0,20.1,114
,De Kalb,3,1,33,0,0,1,33,0,0,66.7,2
,Decatur,5,1,20,0,0,1,20,0,0,80.0,4
,Dekalb,4,0,0,,0,0,,0,0,100.0,4
,Dickson,35,17,49,9,26,26,74,0,0,25.7,9
,Dyer,36,9,25,12,33,21,58,0,0,41.7,15
,Fayette,35,11,31,10,29,21,60,0,0,40.0,14
,Fentress,13,5,38,2,15,7,54,0,0,46.2,6
,Franklin,19,7,37,3,16,10,53,0,0,47.4,9
,Gibson,48,13,27,10,21,23,48,0,0,52.1,25
,Giles,18,11,61,3,17,14,78,0,0,22.2,4
,Grainger,6,1,17,2,33,3,50,0,0,50.0,3
,Greene,59,19,32,14,24,33,56,0,0,44.1,26
,Grundy,3,1,33,0,0,1,33,0,0,66.7,2
,Hamblen,61,23,38,10,16,33,54,0,0,45.9,28
,Hamilton,291,118,41,45,15,163,56,0,0,44.0,128
,Hancock,1,0,0,,0,0,,0,0,100.0,1
,Hardeman,13,5,38,3,23,8,62,0,0,38.5,5
,Hardin,9,2,22,4,44,6,67,0,0,33.3,3
,Hawkins,31,9,29,8,26,17,55,0,0,45.2,14
,Haywood,7,2,29,3,43,5,71,0,0,28.6,2
,Henderson,20,9,45,4,20,13,65,0,0,35.0,7
,Henry,10,2,20,0,0,2,20,0,0,80.0,8
,Hickman,25,8,32,12,48,20,80,0,0,20.0,5
,Houston,1,1,100,0,0,1,100,0,0,0.0,
,Humphreys,9,3,33,0,0,3,33,0,0,66.7,6
,Jackson,5,3,60,0,0,3,60,0,0,40.0,2
,Jefferson,50,20,40,15,30,35,70,0,0,30.0,15
,Johnson,4,1,25,1,25,2,50,0,0,50.0,2
,Knox,377,133,35,84,22,217,58,0,0,42.4,160
,Lauderdale,14,4,29,4,29,8,57,0,0,42.9,6
,Lawrence,23,8,35,1,4,9,39,0,0,60.9,14
,Lewis,5,2,40,0,0,2,40,0,0,60.0,3
,Lincoln,15,6,40,6,40,12,80,0,0,20.0,3
,Loudon,39,14,36,7,18,21,54,0,0,46.2,18
,Macon,6,3,50,1,17,4,67,0,0,33.3,2
,Madison,88,28,32,20,23,48,55,0,0,45.5,40
,Marion,18,6,33,3,17,9,50,0,0,50.0,9
,Marshall,19,8,42,3,16,11,58,0,0,42.1,8
,Maury,59,27,46,8,14,35,59,0,0,40.7,24
,Mc Minn,8,4,50,0,0,4,50,0,0,50.0,4
,Mc Nairy,4,0,0,,0,0,,0,0,100.0,4
,Mcminn,24,11,46,8,33,19,79,0,0,20.8,5
,Mcnairy,7,3,43,1,14,4,57,0,0,42.9,3
,Meigs,4,1,25,0,0,1,25,0,0,75.0,3
,Monroe,22,9,41,3,14,12,55,0,0,45.5,10
,Montgomery,229,73,32,69,30,142,62,0,0,38.0,87
,Moore,2,0,0,1,50,1,50,0,0,50.0,1
,Morgan,9,7,78,0,0,7,78,0,0,22.2,2
,Obion,8,5,63,0,0,5,63,0,0,37.5,3
,Overton,8,4,50,2,25,6,75,0,0,25.0,2
,Polk,9,2,22,0,0,2,22,0,0,77.8,7
,Putnam,39,18,46,6,15,24,62,0,0,38.5,15
,Rhea,27,9,33,8,30,17,63,0,0,37.0,10
,Roane,22,8,36,2,9,10,45,0,0,54.5,12
,Robertson,87,40,46,21,24,61,70,0,0,29.9,26
,Rutherford,365,184,50,103,28,287,79,0,0,21.4,78
,Scott,3,0,0,,0,0,,0,0,100.0,3
,Sequatchie,12,3,25,3,25,6,50,0,0,50.0,6
,Sevier,72,23,32,26,36,49,68,0,0,31.9,23
,Shelby,1412,567,40,332,24,899,64,0,0,36.3,513
,Smith,3,3,100,0,0,3,100,0,0,0.0,
,Stewart,18,6,33,8,44,14,78,0,0,22.2,4
,Sullivan,117,46,39,18,15,64,55,0,0,45.3,53
,Sumner,180,90,50,52,29,142,79,0,0,21.1,38
,Tipton,53,21,40,8,15,29,55,0,0,45.3,24
,Unicoi,12,3,25,2,17,5,42,0,0,58.3,7
,Union,11,7,64,0,0,7,64,0,0,36.4,4
,Van Buren,1,0,0,,0,0,,0,0,100.0,1
,Warren,12,7,58,1,8,8,67,0,0,33.3,4
,Washington,57,34,60,6,11,40,70,0,0,29.8,17
,Wayne,4,0,0,2,50,2,50,0,0,50.0,2
,Weakley,12,3,25,3,25,6,50,0,0,50.0,6
,White,13,6,46,0,0,6,46,0,0,53.8,7
,Williamson,86,50,58,24,28,74,86,0,0,14.0,12
,Wilson,92,43,47,22,24,65,71,0,0,29.3,27
Texas,,9464,5619,59,0,0,5619,59,0,0,40.6,3845
,Anderson,6,2,33,0,0,2,33,0,0,66.7,4
,Andrews,10,7,70,0,0,7,70,0,0,30.0,3
,Angelina,18,9,50,0,0,9,50,0,0,50.0,9
,Aransas,3,2,67,0,0,2,67,0,0,33.3,1
,Archer,2,1,50,0,0,1,50,0,0,50.0,1
,Armstrong,1,1,100,0,0,1,100,0,0,0.0,
,Atascosa,16,7,44,0,0,7,44,0,0,56.3,9
,Austin,5,3,60,0,0,3,60,0,0,40.0,2
,Bandera,4,1,25,0,0,1,25,0,0,75.0,3
,Bastrop,21,17,81,0,0,17,81,0,0,19.0,4
,Bee,5,1,20,0,0,1,20,0,0,80.0,4
,Bell,224,106,47,0,0,106,47,0,0,52.7,118
,Bexar,912,565,62,0,0,565,62,0,0,38.0,347
,Blanco,2,1,50,0,0,1,50,0,0,50.0,1
,Bosque,6,4,67,0,0,4,67,0,0,33.3,2
,Bowie,33,12,36,0,0,12,36,0,0,63.6,21
,Brazoria,100,58,58,0,0,58,58,0,0,42.0,42
,Brazos,27,15,56,0,0,15,56,0,0,44.4,12
,Brooks,1,0,0,,0,0,,0,0,100.0,1
,Brown,7,2,29,0,0,2,29,0,0,71.4,5
,Burleson,8,5,63,0,0,5,63,0,0,37.5,3
,Burnet,5,1,20,0,0,1,20,0,0,80.0,4
,Caldwell,11,4,36,0,0,4,36,0,0,63.6,7
,Calhoun,7,1,14,0,0,1,14,0,0,85.7,6
,Cameron,122,64,52,0,0,64,52,0,0,47.5,58
,Carson,3,3,100,0,0,3,100,0,0,0.0,
,Cass,5,1,20,0,0,1,20,0,0,80.0,4
,Castro,2,1,50,0,0,1,50,0,0,50.0,1
,Chambers,12,10,83,0,0,10,83,0,0,16.7,2
,Cherokee,11,5,45,0,0,5,45,0,0,54.5,6
,Childress,2,1,50,0,0,1,50,0,0,50.0,1
,Clay,3,1,33,0,0,1,33,0,0,66.7,2
,Coleman,2,0,0,,0,0,,0,0,100.0,2
,Collin,270,204,76,0,0,204,76,0,0,24.4,66
,Colorado,4,3,75,0,0,3,75,0,0,25.0,1
,Comal,31,23,74,0,0,23,74,0,0,25.8,8
,Comanche,6,3,50,0,0,3,50,0,0,50.0,3
,Cooke,10,6,60,0,0,6,60,0,0,40.0,4
,Coryell,27,11,41,0,0,11,41,0,0,59.3,16
,Crockett,1,0,0,,0,0,,0,0,100.0,1
,Dallam,2,0,0,,0,0,,0,0,100.0,2
,Dallas,1199,784,65,0,0,784,65,0,0,34.6,415
,Dawson,3,2,67,0,0,2,67,0,0,33.3,1
,De Witt,1,0,0,,0,0,,0,0,100.0,1
,Deaf Smith,8,3,38,0,0,3,38,0,0,62.5,5
,Denton,279,202,72,0,0,202,72,0,0,27.6,77
,Dewitt,1,0,0,,0,0,,0,0,100.0,1
,Dimmit,1,1,100,0,0,1,100,0,0,0.0,
,Duval,1,1,100,0,0,1,100,0,0,0.0,
,Eastland,3,1,33,0,0,1,33,0,0,66.7,2
,Ector,43,22,51,0,0,22,51,0,0,48.8,21
,El Paso,314,135,43,0,0,135,43,0,0,57.0,179
,Ellis,103,55,53,0,0,55,53,0,0,46.6,48
,Erath,4,3,75,0,0,3,75,0,0,25.0,1
,Falls,4,2,50,0,0,2,50,0,0,50.0,2
,Fannin,5,1,20,0,0,1,20,0,0,80.0,4
,Floyd,3,2,67,0,0,2,67,0,0,33.3,1
,Fort Bend,259,191,74,0,0,191,74,0,0,26.3,68
,Franklin,3,2,67,0,0,2,67,0,0,33.3,1
,Freestone,2,1,50,0,0,1,50,0,0,50.0,1
,Frio,2,1,50,0,0,1,50,0,0,50.0,1
,Gaines,6,2,33,0,0,2,33,0,0,66.7,4
,Galveston,139,76,55,0,0,76,55,0,0,45.3,63
,Gillespie,5,3,60,0,0,3,60,0,0,40.0,2
,Goliad,2,0,0,,0,0,,0,0,100.0,2
,Gonzales,1,0,0,,0,0,,0,0,100.0,1
,Gray,6,1,17,0,0,1,17,0,0,83.3,5
,Grayson,79,37,47,0,0,37,47,0,0,53.2,42
,Gregg,33,17,52,0,0,17,52,0,0,48.5,16
,Grimes,7,4,57,0,0,4,57,0,0,42.9,3
,Guadalupe,49,30,61,0,0,30,61,0,0,38.8,19
,Hale,9,8,89,0,0,8,89,0,0,11.1,1
,Hamilton,4,3,75,0,0,3,75,0,0,25.0,1
,Hansford,4,2,50,0,0,2,50,0,0,50.0,2
,Hardin,17,9,53,0,0,9,53,0,0,47.1,8
,Harris,1236,825,67,0,0,825,67,0,0,33.3,411
